"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000100220",1460.15537981238,-0.561078913609707,0.0603759001180275,-9.29309397479568,1.49867205160418e-20,1.06098758737665e-19,"RTCB","51493","RNA 2',3'-cyclic phosphate and 5'-OH ligase"
"ENSG00000185947",238.996095285754,1.19629996470086,0.128775669685602,9.28979804664615,1.54581349223837e-20,1.09383430640566e-19,"ZNF267","10308","zinc finger protein 267"
"ENSG00000079387",244.646164183914,-1.15549803952124,0.124471258144242,-9.28325186672578,1.64383348590108e-20,1.16263427577693e-19,"SENP1","29843","SUMO specific peptidase 1"
"ENSG00000136381",1375.73770844967,0.559352195530689,0.0602822623273034,9.27888526302609,1.71260893346173e-20,1.21069418828454e-19,"IREB2","3658","iron responsive element binding protein 2"
"ENSG00000120337",90.8357060431566,2.24646743251833,0.24221283683132,9.27476620111096,1.78009008039446e-20,1.25779332760917e-19,"TNFSF18","8995","TNF superfamily member 18"
"ENSG00000088298",575.083813110906,0.755091148092464,0.08144822060478,9.27081208755284,1.84733981399152e-20,1.30468374363151e-19,"EDEM2","55741","ER degradation enhancing alpha-mannosidase like protein 2"
"ENSG00000047346",456.056271385852,0.841117693183923,0.0907395155215305,9.26958545402795,1.86870786050446e-20,1.31914072421002e-19,"ATOSA","56204","atos homolog A"
"ENSG00000165244",46.5603125763008,-3.32418510756507,0.358889124535907,-9.26242920251122,1.9983310868699e-20,1.40996559395384e-19,"ZNF367","195828","zinc finger protein 367"
"ENSG00000130158",777.376934671914,0.668054955079543,0.0721324127097442,9.26150852277394,2.0156402644803e-20,1.42149570260277e-19,"DOCK6","57572","dedicator of cytokinesis 6"
"ENSG00000117632",2802.8167966424,-0.528625435051775,0.0570815690604726,-9.26087778862114,2.02758381900631e-20,1.42923254804236e-19,"STMN1","3925","stathmin 1"
"ENSG00000078053",80.132513261961,-2.03443288897551,0.219700764008494,-9.26001736114513,2.04398974367776e-20,1.44010596329143e-19,"AMPH","273","amphiphysin"
"ENSG00000013573",80.0301336071541,-2.07763896467793,0.224471802344035,-9.25567907854037,2.12872897376163e-20,1.49909053809004e-19,"DDX11","1663","DEAD/H-box helicase 11"
"ENSG00000116044",1900.52924911242,0.497843549623098,0.0537936182038825,9.25469537550398,2.14842146479479e-20,1.51223341245019e-19,"NFE2L2","4780","NFE2 like bZIP transcription factor 2"
"ENSG00000205730",1887.33572197211,0.668414798321984,0.072252459288141,9.25110099929419,2.22191989760857e-20,1.56321854865277e-19,"ITPRIPL2","162073","ITPRIP like 2"
"ENSG00000004897",1941.89902915364,-0.53953826734441,0.0583255457627542,-9.2504623881111,2.23523596639223e-20,1.57183419561043e-19,"CDC27","996","cell division cycle 27"
"ENSG00000169247",59.25969157849,-2.52839809070542,0.273404940420971,-9.24781420120776,2.29130203733221e-20,1.61048932671819e-19,"SH3TC2","79628","SH3 domain and tetratricopeptide repeats 2"
"ENSG00000177666",1292.64756034732,0.549084893874522,0.0593839836067208,9.24634658245426,2.32297018583935e-20,1.63130545358438e-19,"PNPLA2","57104","patatin like domain 2, triacylglycerol lipase"
"ENSG00000143479",343.341173260723,1.04469244574322,0.112984443499998,9.24633881781467,2.32313887603712e-20,1.63130545358438e-19,"DYRK3","8444","dual specificity tyrosine phosphorylation regulated kinase 3"
"ENSG00000122566",8899.43535751906,-0.343028707851732,0.0371076084562057,-9.24416102580616,2.37093361958015e-20,1.66407142243824e-19,"HNRNPA2B1","3181","heterogeneous nuclear ribonucleoprotein A2/B1"
"ENSG00000165804",314.891472139258,1.04804791204373,0.113429013546052,9.23968109462774,2.47232989293646e-20,1.7344090796197e-19,"ZNF219","51222","zinc finger protein 219"
"ENSG00000158402",53.7934307925121,-2.887351306885,0.312580141690023,-9.23715528207901,2.53137551673369e-20,1.77498359622043e-19,"CDC25C","995","cell division cycle 25C"
"ENSG00000163376",130.437723710582,1.5950896060416,0.172694145490358,9.23650075983995,2.54690229793541e-20,1.78501883381065e-19,"KBTBD8","84541","kelch repeat and BTB domain containing 8"
"ENSG00000146143",230.92749389388,-1.14726049278601,0.124213381826614,-9.23620688781692,2.55390421465692e-20,1.78907262342919e-19,"PRIM2","5558","DNA primase subunit 2"
"ENSG00000173726",3702.0767655476,0.423802023156073,0.0458881633342539,9.23554120196656,2.56983558210583e-20,1.79937486659364e-19,"TOMM20","9804","translocase of outer mitochondrial membrane 20"
"ENSG00000082516",474.756979045449,-0.80150989242356,0.0867859700186679,-9.2354777189349,2.57135999659905e-20,1.79958448547118e-19,"GEMIN5","25929","gem nuclear organelle associated protein 5"
"ENSG00000196155",167.712105993028,-1.3719233764791,0.1486349043716,-9.23015614857989,2.70237660333751e-20,1.89037677633467e-19,"PLEKHG4","25894","pleckstrin homology and RhoGEF domain containing G4"
"ENSG00000070444",513.178314142929,0.8064917367792,0.0874135482844707,9.22616405130503,2.80497411724966e-20,1.96121226950964e-19,"MNT","4335","MAX network transcriptional repressor"
"ENSG00000100462",650.743242309314,-0.696848872456386,0.0755545394365077,-9.22312382093181,2.8856829735589e-20,2.01668329598383e-19,"PRMT5","10419","protein arginine methyltransferase 5"
"ENSG00000153904",2847.57603469924,-1.23802322721951,0.134235382325399,-9.22277871730143,2.89498828480616e-20,2.02222434159784e-19,"DDAH1","23576","dimethylarginine dimethylaminohydrolase 1"
"ENSG00000213699",1184.02362585654,0.55391350260399,0.0600611925817001,9.22248591468629,2.9029066187578e-20,2.02679174094829e-19,"SLC35F6","54978","solute carrier family 35 member F6"
"ENSG00000106462",196.00755808208,-1.26371547331291,0.137026397777974,-9.22242351696732,2.90459682146834e-20,2.02700842315297e-19,"EZH2","2146","enhancer of zeste 2 polycomb repressive complex 2 subunit"
"ENSG00000170004",3961.62487472492,-0.412868811631279,0.0447761868489285,-9.22072290399063,2.95103877197426e-20,2.05844062489563e-19,"CHD3","1107","chromodomain helicase DNA binding protein 3"
"ENSG00000167554",86.7634158101574,2.07537194775774,0.225112515635112,9.21926505020156,2.99143509733888e-20,2.08562798196052e-19,"ZNF610","162963","zinc finger protein 610"
"ENSG00000117020",1267.73066430958,0.572933589427818,0.0621582295542642,9.21734086598535,3.04559120956466e-20,2.1223783144452e-19,"AKT3","10000","AKT serine/threonine kinase 3"
"ENSG00000069667",236.943763562039,1.1374747355828,0.123476129999085,9.21210225483439,3.19799235390183e-20,2.22752525741194e-19,"RORA","6095","RAR related orphan receptor A"
"ENSG00000170027",7586.30122398446,0.341666066543164,0.0370901041075294,9.21178505060612,3.20745875183781e-20,2.23306014523684e-19,"YWHAG","7532","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma"
"ENSG00000166747",2126.58443995489,-0.458418212639743,0.0498168540803683,-9.20207068676372,3.51117232690606e-20,2.44276359339805e-19,"AP1G1","164","adaptor related protein complex 1 subunit gamma 1"
"ENSG00000175203",1914.40367652563,-0.492565067940381,0.0535277795087742,-9.20204560063321,3.51199231399366e-20,2.44276359339805e-19,"DCTN2","10540","dynactin subunit 2"
"ENSG00000162191",1043.5517329924,0.630275632012104,0.0685146027305008,9.19914305701028,3.60815672423544e-20,2.50846295688683e-19,"UBXN1","51035","UBX domain protein 1"
"ENSG00000198695",15331.8789595221,0.381408589311266,0.0414618015430982,9.19903562113199,3.61176571123308e-20,2.5097842146648e-19,"MT-ND6","4541","NADH dehydrogenase subunit 6"
"ENSG00000166681",3347.95438665202,0.409744914275719,0.0445465951225793,9.19811970248726,3.64267850684612e-20,2.53006842863213e-19,"BEX3","27018","brain expressed X-linked 3"
"ENSG00000143727",944.576380369603,-0.601316087269317,0.0654011053173456,-9.19428019376052,3.77513569947549e-20,2.62082908437122e-19,"ACP1","52","acid phosphatase 1"
"ENSG00000013306",1072.95687883179,-0.588943844294959,0.0640561627327985,-9.19417928219737,3.77868045625172e-20,2.62205082202824e-19,"SLC25A39","51629","solute carrier family 25 member 39"
"ENSG00000082126",98.5896025268856,-1.85917021392523,0.202247221661731,-9.1925624423894,3.83592653844285e-20,2.66051750942991e-19,"MPP4","58538","MAGUK p55 scaffold protein 4"
"ENSG00000198727",33842.6650429558,0.377680807026311,0.0411056130249987,9.1880592267684,3.99992649020535e-20,2.7728793746465e-19,"MT-CYB","4519","cytochrome b"
"ENSG00000057935",276.486700162134,-1.05023527376451,0.114304959739311,-9.18801140527692,4.00170474761783e-20,2.7728793746465e-19,"MTA3","57504","metastasis associated 1 family member 3"
"ENSG00000132912",1812.66104866593,0.47932753016126,0.0521760753176317,9.1867302636939,4.04963641154623e-20,2.80476939583282e-19,"DCTN4","51164","dynactin subunit 4"
"ENSG00000133872",2490.43661816337,0.450197912755011,0.0490246960222218,9.18308422658953,4.18917441400804e-20,2.90004581252489e-19,"SARAF","51669","store-operated calcium entry associated regulatory factor"
"ENSG00000065600",288.82681447433,1.04872035080998,0.11420880184237,9.18248273243788,4.21264662196038e-20,2.91492128481384e-19,"PACC1","55248","proton activated chloride channel 1"
"ENSG00000145703",61.8223319848083,2.55412278994858,0.278399602191051,9.17430473983156,4.54497826479232e-20,3.14339598445382e-19,"IQGAP2","10788","IQ motif containing GTPase activating protein 2"
"ENSG00000060656",462.211361266532,0.854390689755766,0.0931452684859436,9.17266871032425,4.61450857026485e-20,3.18998263045603e-19,"PTPRU","10076","protein tyrosine phosphatase receptor type U"
"ENSG00000095209",302.986655489668,1.04196301659923,0.113617675914058,9.17078269922883,4.69596845538036e-20,3.24476842001588e-19,"TMEM38B","55151","transmembrane protein 38B"
"ENSG00000140406",576.806369712695,0.803930707650375,0.0876678863022058,9.17018467719288,4.72209360745557e-20,3.26128608808285e-19,"TLNRD1","59274","talin rod domain containing 1"
"ENSG00000008513",2338.13813025688,0.447194221893544,0.0487671092808841,9.1699965096934,4.73034355733981e-20,3.26544863051324e-19,"ST3GAL1","6482","ST3 beta-galactoside alpha-2,3-sialyltransferase 1"
"ENSG00000107438",2862.24476382167,-0.46517517884484,0.0507573526997713,-9.16468558942271,4.96916167958724e-20,3.42869821855973e-19,"PDLIM1","9124","PDZ and LIM domain 1"
"ENSG00000198408",2406.00968322779,0.432729839823183,0.0472311840358363,9.16195197424761,5.09669220665446e-20,3.51504265332179e-19,"OGA","10724","O-GlcNAcase"
"ENSG00000104427",242.742747463242,1.15510382991971,0.126127343159453,9.15823485205263,5.27531072223804e-20,3.63652344015377e-19,"ZC2HC1A","51101","zinc finger C2HC-type containing 1A"
"ENSG00000108443",517.531606738998,-0.765906177620153,0.0836619650329531,-9.15477155381749,5.44729410115186e-20,3.75331849652537e-19,"RPS6KB1","6198","ribosomal protein S6 kinase B1"
"ENSG00000213585",4381.85453106307,-0.379210271350344,0.0414768945673462,-9.14268715886188,6.09194194021115e-20,4.19552869675114e-19,"VDAC1","7416","voltage dependent anion channel 1"
"ENSG00000140682",1810.28233020973,-0.491969281458034,0.0538165847990296,-9.14159237891486,6.1539403189703e-20,4.23624101619839e-19,"TGFB1I1","7041","transforming growth factor beta 1 induced transcript 1"
"ENSG00000132561",369.174444160303,-0.89983279286956,0.0984520046781107,-9.13981178759709,6.25611149831095e-20,4.30455634239756e-19,"MATN2","4147","matrilin 2"
"ENSG00000155330",589.151121603915,0.794317308148724,0.0869165908657257,9.13884564772951,6.31224890338177e-20,4.34114870742876e-19,"C16orf87","388272","chromosome 16 open reading frame 87"
"ENSG00000112312",148.220878583035,-1.46386224810165,0.160189027378054,-9.13834281949203,6.34166236506209e-20,4.35933645965195e-19,"GMNN","51053","geminin DNA replication inhibitor"
"ENSG00000137337",448.158722443971,-0.871850054982673,0.0954647776271423,-9.13268827156195,6.68190479134102e-20,4.5910749010664e-19,"MDC1","9656","mediator of DNA damage checkpoint 1"
"ENSG00000167535",839.306626383917,0.624144354530763,0.0683751381238693,9.12823537409248,6.96248706894031e-20,4.78162389166588e-19,"CACNB3","784","calcium voltage-gated channel auxiliary subunit beta 3"
"ENSG00000183386",528.434858794674,-0.756051165267018,0.0828274000224443,-9.12803208916549,6.97557056031315e-20,4.78837063228973e-19,"FHL3","2275","four and a half LIM domains 3"
"ENSG00000159200",1873.04203882789,-0.506317387815717,0.0554724138873681,-9.12737255032294,7.01818626196094e-20,4.815373946203e-19,"RCAN1","1827","regulator of calcineurin 1"
"ENSG00000065802",1473.86789843035,0.537850530422313,0.0589322053425882,9.12659771165271,7.06858082719866e-20,4.84768685114605e-19,"ASB1","51665","ankyrin repeat and SOCS box containing 1"
"ENSG00000117614",528.393287835813,0.835809031764305,0.091614573648723,9.12310125427249,7.30047094880372e-20,5.00438255893265e-19,"SYF2","25949","SYF2 pre-mRNA splicing factor"
"ENSG00000112473",5810.31559080388,0.386131574971911,0.0423438964581465,9.11894292377111,7.58606215041666e-20,5.19772635212783e-19,"SLC39A7","7922","solute carrier family 39 member 7"
"ENSG00000157020",3135.18823579999,-0.433377919493671,0.0475451606981471,-9.11507949768186,7.86128172938931e-20,5.38378688133935e-19,"SEC13","6396","SEC13 homolog, nuclear pore and COPII component"
"ENSG00000104980",469.215651986832,-0.797724324126155,0.0875331519990549,-9.11339653500388,7.98423552292009e-20,5.46544360818715e-19,"TIMM44","10469","translocase of inner mitochondrial membrane 44"
"ENSG00000204628",12660.274086892,-0.329381403021424,0.0361449154366389,-9.11280048777043,8.02823572023688e-20,5.4930033875305e-19,"RACK1","10399","receptor for activated C kinase 1"
"ENSG00000119927",209.65305524064,-1.20701224525076,0.132456830176316,-9.11249532126119,8.05085578175522e-20,5.50591580232701e-19,"GPAM","57678","glycerol-3-phosphate acyltransferase, mitochondrial"
"ENSG00000143878",1861.852179846,0.546803314368591,0.060018591582975,9.11056557554574,8.19536133219798e-20,5.60213392135823e-19,"RHOB","388","ras homolog family member B"
"ENSG00000102034",513.763418900385,-0.791123711354089,0.0868622529264822,-9.10779636378617,8.40721810533166e-20,5.74428064964289e-19,"ELF4","2000","E74 like ETS transcription factor 4"
"ENSG00000166710",9768.1888879931,0.357166759325385,0.0392298867000176,9.10445554065862,8.67002010543384e-20,5.92108764987555e-19,"B2M","567","beta-2-microglobulin"
"ENSG00000102858",1897.73530375077,0.500208307605068,0.0550127364841533,9.09259090845545,9.67065463293427e-20,6.60139017461917e-19,"MGRN1","23295","mahogunin ring finger 1"
"ENSG00000155366",3186.58084184034,-0.426115957481238,0.0468671485130971,-9.09199665437635,9.72366885914825e-20,6.63449584490886e-19,"RHOC","389","ras homolog family member C"
"ENSG00000099219",329.479590088943,0.981003487309514,0.107902607439104,9.09156424105091,9.76242549203539e-20,6.6578472831012e-19,"ERMP1","79956","endoplasmic reticulum metallopeptidase 1"
"ENSG00000170619",463.993608853687,0.831014507280148,0.0914098678957275,9.0910809348078,9.80592429068621e-20,6.6844096440919e-19,"COMMD5","28991","COMM domain containing 5"
"ENSG00000116117",313.173555076992,-0.96480399966057,0.106154471173123,-9.08867981723644,1.00248870735537e-19,6.83050051532949e-19,"PARD3B","117583","par-3 family cell polarity regulator beta"
"ENSG00000172936",874.724114468828,0.636564603919394,0.0700671460550592,9.08506539454566,1.03636363294889e-19,7.05803512657356e-19,"MYD88","4615","MYD88 innate immune signal transduction adaptor"
"ENSG00000123384",25660.0416724992,-0.369149583690092,0.0406444951312148,-9.08240051939005,1.0620614109195e-19,7.22969514662069e-19,"LRP1","4035","LDL receptor related protein 1"
"ENSG00000126458",1023.50022194188,-0.619767515760842,0.0682550249922561,-9.0801741825039,1.08401234837531e-19,7.37570236110849e-19,"RRAS","6237","RAS related"
"ENSG00000044090",1460.75220492425,0.511399806113933,0.0563239282607169,9.07961894537474,1.08955628958634e-19,7.4099916176034e-19,"CUL7","9820","cullin 7"
"ENSG00000197498",398.386545650536,-0.873065160193944,0.0961883907902722,-9.07661676238625,1.12002145125779e-19,7.61365808374685e-19,"RPF2","84154","ribosome production factor 2 homolog"
"ENSG00000119333",326.280673651971,-0.9977077900881,0.109930555461102,-9.0758004988079,1.12844918713635e-19,7.66739988854436e-19,"DYNC2I2","89891","dynein 2 intermediate chain 2"
"ENSG00000162702",1241.87742620002,0.647563103119451,0.0713700738230337,9.07331418382895,1.15450791051844e-19,7.84083273486631e-19,"ZNF281","23528","zinc finger protein 281"
"ENSG00000154330",187.801484807222,-1.23514523258826,0.136154575368394,-9.07163956294763,1.17239364441726e-19,7.9586241388584e-19,"PGM5","5239","phosphoglucomutase 5"
"ENSG00000105426",2755.27839656381,0.431739503988402,0.0475952310979615,9.07106644990939,1.17857743555332e-19,7.99690647957428e-19,"PTPRS","5802","protein tyrosine phosphatase receptor type S"
"ENSG00000182636",819.282960382675,0.632489611094591,0.0697372694798651,9.06960676567939,1.19447315207042e-19,8.10102059275832e-19,"NDN","4692","necdin, MAGE family member"
"ENSG00000151623",93.0236604323542,-1.82581082982428,0.201404866855595,-9.06537591831565,1.24175321322805e-19,8.41779174080295e-19,"NR3C2","4306","nuclear receptor subfamily 3 group C member 2"
"ENSG00000153487",256.580335247082,1.07564635908072,0.118661735230689,9.06481231704194,1.24818950503841e-19,8.45752021633499e-19,"ING1","3621","inhibitor of growth family member 1"
"ENSG00000104549",1307.55935203553,0.56786466877564,0.0626607916874701,9.06251985464767,1.27471080672475e-19,8.63324193212843e-19,"SQLE","6713","squalene epoxidase"
"ENSG00000137414",573.781379237565,-0.758401955384897,0.0836994210771003,-9.06101793328165,1.29238756161851e-19,8.74892777888292e-19,"FAM8A1","51439","family with sequence similarity 8 member A1"
"ENSG00000181751",211.678770511638,-1.19198608682026,0.131574294348737,-9.05941462745685,1.31152491718894e-19,8.87439015822458e-19,"MACIR","90355","macrophage immunometabolism regulator"
"ENSG00000166845",123.178581795509,-1.53756282306726,0.169732718696356,-9.05872971856352,1.31978523637246e-19,8.92617178743618e-19,"C18orf54","162681","chromosome 18 open reading frame 54"
"ENSG00000142694",796.762214125292,0.667650957871244,0.0737213104685921,9.05641738633617,1.34805465982398e-19,9.11317209057259e-19,"EVA1B","55194","eva-1 homolog B"
"ENSG00000167716",572.921249871377,0.777834150652038,0.0858955852752926,9.05557774778651,1.35846706654245e-19,9.17933818192668e-19,"WDR81","124997","WD repeat domain 81"
"ENSG00000164045",129.348191917908,-1.53957669409183,0.170037991755681,-9.05431002916085,1.37433888882122e-19,9.28231644909599e-19,"CDC25A","993","cell division cycle 25A"
"ENSG00000185559",85.665173301964,2.27174609446078,0.251045948401728,9.0491247077427,1.44118908607104e-19,9.72935095330125e-19,"DLK1","8788","delta like non-canonical Notch ligand 1"
"ENSG00000077254",1104.61221584495,0.559444191805501,0.0618332663332414,9.04762476545323,1.46111890287533e-19,9.85936457659099e-19,"USP33","23032","ubiquitin specific peptidase 33"
"ENSG00000111911",508.453029457116,0.792176480317922,0.0875934341164081,9.04378836506344,1.51334100802315e-19,1.0207061252461e-18,"HINT3","135114","histidine triad nucleotide binding protein 3"
"ENSG00000140548",238.112721363713,-1.17053794175264,0.129472148537771,-9.04084743299956,1.55461879813181e-19,1.04806563306821e-18,"ZNF710","374655","zinc finger protein 710"
"ENSG00000073536",237.76413586645,-1.09409678363805,0.121047403589786,-9.03858117722046,1.58718432794791e-19,1.06952925585114e-18,"NLE1","54475","notchless homolog 1"
"ENSG00000164323",662.36778911073,-0.690220789434509,0.0763868509398749,-9.03585867124947,1.62719839696773e-19,1.0959901169856e-18,"CFAP97","57587","cilia and flagella associated protein 97"
"ENSG00000198910",154.159674400942,-1.38442908875217,0.153244567271514,-9.03411529297008,1.65334359423307e-19,1.11308970665829e-18,"L1CAM","3897","L1 cell adhesion molecule"
"ENSG00000074370",88.8606226589256,1.97596074483996,0.218880702113099,9.027569473982,1.75526873953367e-19,1.18116801574666e-18,"ATP2A3","489","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3"
"ENSG00000172757",13175.9741447514,-0.320327286793067,0.035491984018283,-9.02534179627876,1.79135279324493e-19,1.20489800974213e-18,"CFL1","1072","cofilin 1"
"ENSG00000005801",235.46301952909,1.14241208523938,0.126583713316395,9.02495317374624,1.79772238639281e-19,1.20862891789979e-18,"ZNF195","7748","zinc finger protein 195"
"ENSG00000004455",1130.5341864857,-0.572292904331592,0.0634426094038211,-9.0206394363269,1.86994591383423e-19,1.25661049744853e-18,"AK2","204","adenylate kinase 2"
"ENSG00000106780",690.353516265161,0.682906786222136,0.0757167611999154,9.01922870708974,1.8941817775793e-19,1.27231505773388e-18,"MEGF9","1955","multiple EGF like domains 9"
"ENSG00000175274",1709.11933444907,0.479844764357178,0.0532098566422137,9.01796762174503,1.9161093979611e-19,1.28645553272617e-18,"TP53I11","9537","tumor protein p53 inducible protein 11"
"ENSG00000172986",138.244793992072,-1.46628916812984,0.162614366494999,-9.01697186868748,1.93360050255979e-19,1.2976058192144e-18,"GXYLT2","727936","glucoside xylosyltransferase 2"
"ENSG00000091986",10223.0499954841,-1.04581001628365,0.116015957307483,-9.01436354579986,1.98016896364533e-19,1.32825032310274e-18,"CCDC80","151887","coiled-coil domain containing 80"
"ENSG00000114503",1705.76015834009,0.482066769465396,0.0534824646401809,9.01354813598518,1.99495322561741e-19,1.33755649859971e-18,"NCBP2","22916","nuclear cap binding protein subunit 2"
"ENSG00000142687",1731.61534978849,0.48265737104674,0.0535690728673844,9.01000045757011,2.06055632309133e-19,1.38091114900601e-18,"KIAA0319L","79932","KIAA0319 like"
"ENSG00000160209",2836.09045536265,0.431837278985225,0.0479491005857481,9.006160151283,2.13397448945688e-19,1.42946125171553e-18,"PDXK","8566","pyridoxal kinase"
"ENSG00000168685",1787.79136692032,-0.47589239889486,0.0528555118069174,-9.00364754073913,2.18340273897965e-19,1.46190456862403e-18,"IL7R","3575","interleukin 7 receptor"
"ENSG00000113161",1372.30990900151,0.599203364570273,0.0665718025288559,9.00085834855599,2.23959754501492e-19,1.49884683080953e-18,"HMGCR","3156","3-hydroxy-3-methylglutaryl-CoA reductase"
"ENSG00000160325",298.304195558305,1.05458527705671,0.117203771833924,8.99787831530743,2.301216792607e-19,1.53938409305086e-18,"CACFD1","11094","calcium channel flower domain containing 1"
"ENSG00000114867",11263.1981813441,-0.332737237209363,0.0369869854717742,-8.99606261405877,2.33957886911889e-19,1.56433380006174e-18,"EIF4G1","1981","eukaryotic translation initiation factor 4 gamma 1"
"ENSG00000055917",1782.90947703646,0.505541894495749,0.0562434963258211,8.98845071023184,2.50739880306358e-19,1.67578200259345e-18,"PUM2","23369","pumilio RNA binding family member 2"
"ENSG00000121361",51.4405648984805,-2.73779154788343,0.304639265004379,-8.98699498846307,2.54082210397339e-19,1.69734773566935e-18,"KCNJ8","3764","potassium inwardly rectifying channel subfamily J member 8"
"ENSG00000132563",384.550244530367,-0.872460596818954,0.097081752649474,-8.98686491548091,2.54382990995988e-19,1.69858460805957e-18,"REEP2","51308","receptor accessory protein 2"
"ENSG00000085999",49.8295652262928,-2.88281485415675,0.32087596615362,-8.9842031134753,2.6061598277011e-19,1.73941335160968e-18,"RAD54L","8438","RAD54 like"
"ENSG00000146197",1767.68617473856,-0.534891041041053,0.0595423581949374,-8.983370112582,2.62597397514921e-19,1.75184185717265e-18,"SCUBE3","222663","signal peptide, CUB domain and EGF like domain containing 3"
"ENSG00000125826",1254.1962422887,-0.532312906089101,0.0592767207384068,-8.9801341818189,2.70436747087614e-19,1.80332084190515e-18,"RBCK1","10616","RANBP2-type and C3HC4-type zinc finger containing 1"
"ENSG00000071051",557.534394662836,0.761660885541409,0.0848418590643834,8.97741862260953,2.77193550071098e-19,1.84753777247932e-18,"NCK2","8440","NCK adaptor protein 2"
"ENSG00000179981",298.328586397285,-1.01516557712393,0.113157564631887,-8.97125685256984,2.93149970969413e-19,1.95300366146969e-18,"TSHZ1","10194","teashirt zinc finger homeobox 1"
"ENSG00000147274",1896.30737682289,-0.515019649511424,0.0574131547927718,-8.97041194427212,2.95407521980582e-19,1.96715163095864e-18,"RBMX","27316","RNA binding motif protein X-linked"
"ENSG00000110719",1121.30348958771,0.561544462736661,0.062630488155012,8.96599211149089,3.0749999299015e-19,2.04674893385831e-18,"TCIRG1","10312","T cell immune regulator 1, ATPase H+ transporting V0 subunit a3"
"ENSG00000239672",582.920816062646,-0.739032317507286,0.0824465632583652,-8.96377348309061,3.13753134519498e-19,2.08742461326604e-18,"NME1","4830","NME/NM23 nucleoside diphosphate kinase 1"
"ENSG00000116062",736.315875226424,-0.66682101719857,0.0744308881765752,-8.95892865898155,3.27848165379644e-19,2.18021256198595e-18,"MSH6","2956","mutS homolog 6"
"ENSG00000171469",711.872869940433,0.664534045969321,0.0741789933419129,8.95852068127006,3.29063262828719e-19,2.18730286468502e-18,"ZNF561","93134","zinc finger protein 561"
"ENSG00000096092",163.45797583264,-1.34113709547846,0.149738348535313,-8.95653724377877,3.35034309288904e-19,2.22598552847309e-18,"TMEM14A","28978","transmembrane protein 14A"
"ENSG00000136451",724.263758193741,-0.682745382347716,0.0762488514721396,-8.95417267494427,3.4229273703846e-19,2.27318277897603e-18,"VEZF1","7716","vascular endothelial zinc finger 1"
"ENSG00000147874",406.624820492431,-0.841706730588122,0.0940561736860246,-8.94897907922431,3.58785145580171e-19,2.38163298173191e-18,"HAUS6","54801","HAUS augmin like complex subunit 6"
"ENSG00000119471",528.244166527634,-0.775502828475605,0.0866612462014978,-8.94866924337169,3.59793481202837e-19,2.38724762369904e-18,"HSDL2","84263","hydroxysteroid dehydrogenase like 2"
"ENSG00000127824",170.535107381971,-1.28151773092226,0.143284060461856,-8.94389596994576,3.75686205851275e-19,2.49157127040868e-18,"TUBA4A","7277","tubulin alpha 4a"
"ENSG00000112029",149.478568186821,-1.41354364840541,0.15808724836644,-8.94154122493722,3.8377988216637e-19,2.54410039215883e-18,"FBXO5","26271","F-box protein 5"
"ENSG00000103978",938.186622146979,0.590422606318493,0.066106432256074,8.93139421034544,4.20673202479357e-19,2.78741061994666e-18,"TMEM87A","25963","transmembrane protein 87A"
"ENSG00000049449",6074.38152523856,-0.363395389349834,0.0406911334088695,-8.93057919272959,4.23784174481438e-19,2.80675812584866e-18,"RCN1","5954","reticulocalbin 1"
"ENSG00000176678",2190.37706325875,0.459479921471419,0.0514572103540906,8.92935933195013,4.2848297105364e-19,2.83659974978728e-18,"FOXL1","2300","forkhead box L1"
"ENSG00000005022",1759.76841062665,-0.462740784693499,0.0518332220911985,-8.92749410560133,4.35767350897525e-19,2.8835235967048e-18,"SLC25A5","292","solute carrier family 25 member 5"
"ENSG00000165271",1779.66959610179,-0.500752552022819,0.0560989939196305,-8.92623052634805,4.40771455634367e-19,2.91532313519534e-18,"NOL6","65083","nucleolar protein 6"
"ENSG00000136928",1526.5376239194,0.557714040734451,0.0624862772223831,8.92538434878424,4.44154234113103e-19,2.93637520212488e-18,"GABBR2","9568","gamma-aminobutyric acid type B receptor subunit 2"
"ENSG00000004478",1159.10813947809,-0.56824703889216,0.0637001211941609,-8.92065867755757,4.63523094143331e-19,3.06304734726295e-18,"FKBP4","2288","FKBP prolyl isomerase 4"
"ENSG00000114120",914.095896375688,0.631967737713592,0.0708470166316548,8.92017431022249,4.65554878039509e-19,3.07509044892104e-18,"SLC25A36","55186","solute carrier family 25 member 36"
"ENSG00000109180",1651.32864677781,0.476724294537127,0.0534510475101062,8.91889526481199,4.70962499228847e-19,3.10941083760529e-18,"OCIAD1","54940","OCIA domain containing 1"
"ENSG00000139636",661.80705423194,0.69550532121377,0.0780016811060867,8.91654271230185,4.81071269223007e-19,3.17472459338992e-18,"LMBR1L","55716","limb development membrane protein 1 like"
"ENSG00000090971",565.084782280204,0.745012575300017,0.0835605586789393,8.91584004557154,4.84131942802743e-19,3.19348820824979e-18,"NAT14","57106","N-acetyltransferase 14 (putative)"
"ENSG00000152601",3465.43561383912,-0.464726491157903,0.0521314582950339,-8.9145116280427,4.89970912719122e-19,3.23055328000175e-18,"MBNL1","4154","muscleblind like splicing regulator 1"
