"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000117519",4483.62709360346,-2.42271923947256,0.060001633393914,-40.3775547836719,0,0,"CNN3","1266","calponin 3"
"ENSG00000183508",2053.88135557663,3.20195534600746,0.0724172101201564,44.215392179493,0,0,"TENT5C","54855","terminal nucleotidyltransferase 5C"
"ENSG00000159176",5692.46278267679,-2.31373756481732,0.0575533778906543,-40.2015945825664,0,0,"CSRP1","1465","cysteine and glycine rich protein 1"
"ENSG00000116016",4423.94665216876,-1.88801937234157,0.0431680020907648,-43.7365474633695,0,0,"EPAS1","2034","endothelial PAS domain protein 1"
"ENSG00000164251",2348.7701339719,3.34450833169809,0.0690717647311966,48.4207743165931,0,0,"F2RL1","2150","F2R like trypsin receptor 1"
"ENSG00000124766",2576.65254960143,2.39228794535136,0.0617086235245579,38.7674818965831,0,0,"SOX4","6659","SRY-box transcription factor 4"
"ENSG00000124762",28106.1191885778,1.83225777679992,0.0388966539979052,47.1057941615903,0,0,"CDKN1A","1026","cyclin dependent kinase inhibitor 1A"
"ENSG00000106366",43719.1260988373,-1.84404649925049,0.0419165121624114,-43.993319198541,0,0,"SERPINE1","5054","serpin family E member 1"
"ENSG00000188153",2944.12640623352,2.26608046206913,0.0552681384148489,41.0015702909997,0,0,"COL4A5","1287","collagen type IV alpha 5 chain"
"ENSG00000122861",28007.1433373973,2.26252546557233,0.0552183431127387,40.9741643452241,0,0,"PLAU","5328","plasminogen activator, urokinase"
"ENSG00000148773",1840.19727265675,-3.19605832486333,0.0757850436452056,-42.172679081983,0,0,"MKI67","4288","marker of proliferation Ki-67"
"ENSG00000139289",12942.9106281238,2.0373620500178,0.046297355020716,44.0060139311668,0,0,"PHLDA1","22822","pleckstrin homology like domain family A member 1"
"ENSG00000125257",6050.78726438958,1.95054949482319,0.0435953951547439,44.7420992033589,0,0,"ABCC4","10257","ATP binding cassette subfamily C member 4 (PEL blood group)"
"ENSG00000211448",1884.75741158654,2.52372169361508,0.0653981374921285,38.5901157187977,0,0,"DIO2","1734","iodothyronine deiodinase 2"
"ENSG00000128917",1307.34250385583,3.85825311423305,0.0865185481991938,44.5945198404173,0,0,"DLL4","54567","delta like canonical Notch ligand 4"
"ENSG00000138623",2851.61916336974,-2.40668774795287,0.0581377404738912,-41.3963069141581,0,0,"SEMA7A","8482","semaphorin 7A (JohnMiltonHagen blood group)"
"ENSG00000131747",1743.84285765667,-2.9241891266578,0.0696221109074678,-42.0008685250039,0,0,"TOP2A","7153","DNA topoisomerase II alpha"
"ENSG00000167601",8245.06804500101,-2.14234576613884,0.0404435604120753,-52.9712454667863,0,0,"AXL","558","AXL receptor tyrosine kinase"
"ENSG00000123416",4420.07398793879,-1.93841810302353,0.0505768737635577,-38.3261747668601,2.24305803211926e-321,1.73423958609319e-318,"TUBA1B","10376","tubulin alpha 1b"
"ENSG00000059804",3443.39680712992,2.07976295776379,0.0543254441364819,38.2834045965422,1.1571017425602e-320,8.49891229910466e-318,"SLC2A3","6515","solute carrier family 2 member 3"
"ENSG00000150938",7442.98631416393,-2.05963136998175,0.0538449192683993,-38.2511738891309,3.97624031773035e-320,2.78147496285638e-317,"CRIM1","51232","cysteine rich transmembrane BMP regulator 1"
"ENSG00000198743",1999.10327890814,2.5345304116127,0.0670975603746351,37.7738087265962,3.05912588770392e-312,2.04266178592594e-309,"SLC5A3","6526","solute carrier family 5 member 3"
"ENSG00000136068",3796.1265394147,-1.64979200652909,0.0439354468940708,-37.5503636165753,1.38974796075517e-308,8.87625980151889e-306,"FLNB","2317","filamin B"
"ENSG00000074800",18390.4756149844,-1.3389311782329,0.0358590405017541,-37.3387340960059,3.86276343708398e-305,2.36433312044849e-302,"ENO1","2023","enolase 1"
"ENSG00000181104",14922.5173336984,1.6681595556863,0.0447581416354328,37.270527656709,4.92852393302802e-304,2.89600066304726e-301,"F2R","2149","coagulation factor II thrombin receptor"
"ENSG00000115963",13232.3301349766,1.8053307351879,0.0488625256562238,36.9471432543101,8.09490280130148e-299,4.57362008273534e-296,"RND3","390","Rho family GTPase 3"
"ENSG00000104368",13214.4968037918,2.02763709014494,0.0550460969585574,36.8352563065732,5.03662687469002e-297,2.74029810330357e-294,"PLAT","5327","plasminogen activator, tissue type"
"ENSG00000157680",1359.06349386339,2.54493702299464,0.0693613958113156,36.6909718760225,1.01739477226626e-294,5.33768900163975e-292,"DGKI","9162","diacylglycerol kinase iota"
"ENSG00000074416",2392.80973934457,-2.14808670706692,0.0589063567915365,-36.4661273259315,3.81948358169458e-291,1.93476599362391e-288,"MGLL","11343","monoglyceride lipase"
"ENSG00000104081",804.838487338128,4.43413656946735,0.121636387385785,36.4540304489967,5.93875550002421e-291,2.90801060984519e-288,"BMF","90427","Bcl2 modifying factor"
"ENSG00000166073",2268.80918089117,-2.20667084199752,0.0608219702420641,-36.2808181519809,3.24717405331291e-288,1.53874151106989e-285,"GPR176","11245","G protein-coupled receptor 176"
"ENSG00000165434",1243.14971044106,2.51723600391845,0.0694013627924224,36.2706999205108,4.6884879221687e-288,2.15230898677057e-285,"PGM2L1","283209","phosphoglucomutase 2 like 1"
"ENSG00000091527",2814.15907315816,-1.81023338620585,0.0499749122435218,-36.2228427212598,2.66049528877775e-287,1.18432350885288e-284,"CDV3","55573","CDV3 homolog"
"ENSG00000033867",3157.52042924196,1.93501315035085,0.0535351938178294,36.1446930954494,4.50790104837593e-286,1.94767842354831e-283,"SLC4A7","9497","solute carrier family 4 member 7"
"ENSG00000117724",1324.17284690485,-2.82511200706702,0.0781715196349048,-36.1399141306389,5.35851276580352e-286,2.20525433889257e-283,"CENPF","1063","centromere protein F"
"ENSG00000101825",1024.97040543336,3.28766304086657,0.0909710086683693,36.1396788822206,5.40429926481502e-286,2.20525433889257e-283,"MXRA5","25878","matrix remodeling associated 5"
"ENSG00000198959",5110.85796803933,-1.74624587636224,0.0487932151725612,-35.788702797848,1.65532804738293e-280,6.57209973406898e-278,"TGM2","7052","transglutaminase 2"
"ENSG00000164938",1395.9221058483,2.31778202015524,0.0656155353001097,35.3236776863019,2.54335242070185e-273,9.83206501581849e-271,"TP53INP1","94241","tumor protein p53 inducible nuclear protein 1"
"ENSG00000073712",2356.74691021857,-2.30515285867411,0.0653960104316216,-35.2491358946796,3.53714197949636e-272,1.33232347894363e-269,"FERMT2","10979","FERM domain containing kindlin 2"
"ENSG00000143799",1043.84682510942,-2.61747584714388,0.0743747875420708,-35.1930530983134,2.55389891716328e-271,9.37919377328214e-269,"PARP1","142","poly(ADP-ribose) polymerase 1"
"ENSG00000196549",1520.30148791169,2.83743506766432,0.0806594417484326,35.1779656064809,4.34449867398213e-271,1.55660208587311e-268,"MME","4311","membrane metalloendopeptidase"
"ENSG00000110002",899.504360793506,4.43907473624359,0.126316446367383,35.1424922399483,1.51374126813036e-270,5.29449029257977e-268,"VWA5A","4013","von Willebrand factor A domain containing 5A"
"ENSG00000088325",1049.74978195443,-3.01204014056547,0.0861136776866424,-34.9774881468416,4.94884722539181e-268,1.69066431955827e-265,"TPX2","22974","TPX2 microtubule nucleation factor"
"ENSG00000133318",1500.97300012898,-2.41401849831798,0.0690680801096512,-34.9512900095895,1.23778005445967e-267,4.13249750000287e-265,"RTN3","10313","reticulon 3"
"ENSG00000154864",1374.01910088605,2.3578604292631,0.0676832825253193,34.8366737145329,6.77630965279945e-266,2.21208863999164e-263,"PIEZO2","63895","piezo type mechanosensitive ion channel component 2"
"ENSG00000197321",4211.22514661471,1.73283927511362,0.0497514734916395,34.8299086137582,8.57865614394696e-266,2.73957519031697e-263,"SVIL","6840","supervillin"
"ENSG00000182752",6930.41939676306,2.01487019472781,0.0588365551172216,34.2452101540196,5.13957657220789e-257,1.60639106054753e-254,"PAPPA","5069","pappalysin 1"
"ENSG00000198901",744.768135087352,-3.17652098966931,0.0928701322003412,-34.2039029600697,2.11554168132278e-256,6.47443902054826e-254,"PRC1","9055","protein regulator of cytokinesis 1"
"ENSG00000277443",2830.20102519863,-1.92971757580613,0.0569242553344604,-33.8997421128833,6.7202054266421e-252,2.0146901574974e-249,"MARCKS","4082","myristoylated alanine rich protein kinase C substrate"
"ENSG00000168542",62749.3849250663,1.40989019833691,0.0418063611575854,33.7242983913968,2.54632178248863e-249,7.48109339695161e-247,"COL3A1","1281","collagen type III alpha 1 chain"
"ENSG00000146072",1758.22981855472,2.05910888502887,0.0611321349653416,33.6829212033289,1.02824237653065e-248,2.96174127671278e-246,"TNFRSF21","27242","TNF receptor superfamily member 21"
"ENSG00000145632",3262.15452178144,1.54674961590321,0.0460243914664686,33.6071714718946,1.31800143345089e-247,3.72335404949876e-245,"PLK2","10769","polo like kinase 2"
"ENSG00000140943",1848.88777327798,-1.89361784370497,0.0564684145086859,-33.5341068131759,1.53500144641487e-246,4.25456061279895e-244,"MBTPS1","8720","membrane bound transcription factor peptidase, site 1"
"ENSG00000102024",3591.26703399212,-1.70354659158475,0.0509601191955482,-33.4290150509219,5.19509906845233e-245,1.41325935769564e-242,"PLS3","5358","plastin 3"
"ENSG00000135046",4581.91768778281,-1.46401591093082,0.043932910729635,-33.3238997056315,1.74031670266963e-243,4.64822770222124e-241,"ANXA1","301","annexin A1"
"ENSG00000081923",1549.06690179341,-2.52988619955683,0.0760092229057794,-33.2839371702676,6.59409076338745e-243,1.72977130918146e-240,"ATP8B1","5205","ATPase phospholipid transporting 8B1"
"ENSG00000163346",2917.79069939981,1.81056662165751,0.0547035735526511,33.0977759600088,3.19909304310922e-240,8.24468014092535e-238,"PBXIP1","57326","PBX homeobox interacting protein 1"
"ENSG00000187678",2363.67043987816,1.72415483146159,0.0522701862847334,32.9854349871557,1.31392264898456e-238,3.32784891613502e-236,"SPRY4","81848","sprouty RTK signaling antagonist 4"
"ENSG00000163017",4893.9021785664,-1.87095249120562,0.0567964691451074,-32.9413521538739,5.62641072109272e-238,1.40088090665851e-235,"ACTG2","72","actin gamma 2, smooth muscle"
"ENSG00000152894",4900.8667898464,1.68614754661101,0.0515037696196568,32.7383327290957,4.45048495758434e-235,1.08962706711523e-232,"PTPRK","5796","protein tyrosine phosphatase receptor type K"
"ENSG00000143341",2279.33849385387,2.05720946108275,0.0629925203318202,32.6579957468945,6.17032905458921e-234,1.48593661986747e-231,"HMCN1","83872","hemicentin 1"
"ENSG00000115461",200904.539632615,1.27117471082657,0.0389873792451192,32.6047745562611,3.50950912591636e-233,8.31527242898571e-231,"IGFBP5","3488","insulin like growth factor binding protein 5"
"ENSG00000104321",7567.20986030082,3.29744633697212,0.101231296318793,32.5733884369905,9.7696657947176e-233,2.27803794483177e-230,"TRPA1","8989","transient receptor potential cation channel subfamily A member 1"
"ENSG00000113721",11145.9451572206,1.38865862882896,0.0428974942462975,32.3715558036076,6.90147616374957e-230,1.58410445071064e-227,"PDGFRB","5159","platelet derived growth factor receptor beta"
"ENSG00000164924",9585.69435022083,-1.3370745547319,0.0417126600068473,-32.0544063723679,1.90592046732882e-225,4.30738025616312e-223,"YWHAZ","7534","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta"
"ENSG00000173334",1074.47707273372,2.41256199077133,0.0759164093991893,31.7791898993196,1.2551554876216e-221,2.79367183532748e-219,"TRIB1","10221","tribbles pseudokinase 1"
"ENSG00000160014",4226.55595021453,-1.42461130900176,0.044923037320674,-31.7122659991234,1.05266627607909e-220,2.30801008889581e-218,"CALM3","808","calmodulin 3"
"ENSG00000148175",3890.72249473237,1.38275935243198,0.0437425280531821,31.6113268705187,2.58012286744004e-219,5.57382425333737e-217,"STOM","2040","stomatin"
"ENSG00000171951",793.124579134863,2.9801631050234,0.0943820009628587,31.575544856229,8.0000205777242e-219,1.70319278676476e-216,"SCG2","7857","secretogranin II"
"ENSG00000153234",635.93920101828,4.32640777615812,0.137032428774032,31.572145475816,8.90740607747037e-219,1.86928278968628e-216,"NR4A2","4929","nuclear receptor subfamily 4 group A member 2"
"ENSG00000164761",5291.78842553364,1.48922391524151,0.0474102673591682,31.4114220018952,1.41296468641561e-216,2.92344383710497e-214,"TNFRSF11B","4982","TNF receptor superfamily member 11b"
"ENSG00000134057",780.375869741297,-2.66975909664192,0.085091515405976,-31.3751504354383,4.41729199960497e-216,9.01250270474959e-214,"CCNB1","891","cyclin B1"
"ENSG00000135074",13374.6004179129,1.14188898922783,0.0363987536422985,31.3716508111654,4.93046485599232e-216,9.92171626500372e-214,"ADAM19","8728","ADAM metallopeptidase domain 19"
"ENSG00000128591",23487.8410667789,-1.33084139978359,0.0432786387285855,-30.7505374216996,1.202718980887e-207,2.3875597066527e-205,"FLNC","2318","filamin C"
"ENSG00000127920",2352.92723869813,2.10488854182586,0.0685910619453483,30.6875047874749,8.35561038652369e-207,1.63658555437377e-204,"GNG11","2791","G protein subunit gamma 11"
"ENSG00000105088",793.128211520276,2.86562585513901,0.0934444380428,30.6666283746763,1.5863793978691e-206,3.06630438877594e-204,"OLFM2","93145","olfactomedin 2"
"ENSG00000092820",1475.49048809515,-1.91025660516619,0.0625713013947845,-30.5292772019188,1.06548297563155e-204,2.03272011844512e-202,"EZR","7430","ezrin"
"ENSG00000183287",603.48721362449,-3.43610918544342,0.1129971105909,-30.4088234422531,4.19922345024448e-203,7.90853749796044e-201,"CCBE1","147372","collagen and calcium binding EGF domains 1"
"ENSG00000130513",4665.52215751242,4.22670314152856,0.139333107448276,30.3352391899939,3.93391564265456e-202,7.31509123931588e-200,"GDF15","9518","growth differentiation factor 15"
"ENSG00000171246",11339.2021259297,1.74021926027217,0.0574719655367247,30.2794457092331,2.13793251623683e-201,3.92577858293988e-199,"NPTX1","4884","neuronal pentraxin 1"
"ENSG00000076513",2351.57847713981,-1.94451433585108,0.0645262837364993,-30.1352289834594,1.67503854757532e-199,3.03781682270141e-197,"ANKRD13A","88455","ankyrin repeat domain 13A"
"ENSG00000176014",5059.66070673934,-1.58287883694329,0.052662585342847,-30.0569906820629,1.76917529917788e-198,3.16941282255159e-196,"TUBB6","84617","tubulin beta 6 class V"
"ENSG00000068489",527.868372422255,-3.28311258381373,0.109401848160946,-30.0096628987821,7.34115843047566e-198,1.29929659450226e-195,"PRR11","55771","proline rich 11"
"ENSG00000089159",2841.04018824034,-1.52007282786751,0.0507616732476532,-29.9452860911708,5.0678082360431e-197,8.86263130803252e-195,"PXN","5829","paxillin"
"ENSG00000112984",587.875352632019,-3.3636567993418,0.112773761875873,-29.8265903645572,1.76656004259121e-195,3.0530314147841e-193,"KIF20A","10112","kinesin family member 20A"
"ENSG00000003436",3855.53263789867,1.53740403893138,0.0515649331571782,29.8149138338865,2.50334486805603e-195,4.27606233857477e-193,"TFPI","7035","tissue factor pathway inhibitor"
"ENSG00000116729",14027.992136521,1.67569487585355,0.0564166125886374,29.7021533014027,7.20237952318151e-194,1.2152856063314e-191,"WLS","79971","Wnt ligand secretion mediator"
"ENSG00000171617",3172.76514957676,1.72304030542068,0.0580113244908978,29.701792202504,7.28013161042635e-194,1.2152856063314e-191,"ENC1","8507","ectodermal-neural cortex 1"
"ENSG00000173546",2782.7113944163,-1.7083605317571,0.0575941386815909,-29.6620553907711,2.37112517047892e-193,3.91368862408263e-191,"CSPG4","1464","chondroitin sulfate proteoglycan 4"
"ENSG00000122641",8425.96553258607,1.39132775328733,0.0469878484404924,29.610373734166,1.09874441755619e-192,1.79339505487782e-190,"INHBA","3624","inhibin subunit beta A"
"ENSG00000133818",917.65645300902,-2.58022994795324,0.0872303258083233,-29.579506026642,2.74213462103053e-192,4.42658874537785e-190,"RRAS2","22800","RAS related 2"
"ENSG00000111615",1215.27891511062,1.95677043153871,0.0663760870784251,29.4800509892476,5.18825329509033e-191,8.28428705487792e-189,"KRR1","11103","KRR1 small subunit processome component"
"ENSG00000064666",5624.42477846777,-1.64273183310682,0.0557717095141296,-29.4545719939002,1.10017819338143e-190,1.73780835062077e-188,"CNN2","1265","calponin 2"
"ENSG00000134250",3989.90689953644,-1.35592776118775,0.0460501559803397,-29.4445856332526,1.47683989426575e-190,2.30795511135786e-188,"NOTCH2","4853","notch receptor 2"
"ENSG00000066279",593.333577786577,-3.10048884501812,0.105364406506776,-29.4263399549328,2.52841598750444e-190,3.90972956383582e-188,"ASPM","259266","assembly factor for spindle microtubules"
"ENSG00000116991",845.465812777274,2.42014865343042,0.0824494841226434,29.3531085025402,2.18091849039719e-189,3.33725964832653e-187,"SIPA1L2","57568","signal induced proliferation associated 1 like 2"
"ENSG00000156011",1865.6956706154,1.74119412385795,0.0593370099883139,29.3441500372342,2.83763037647066e-189,4.29740105467566e-187,"PSD3","23362","pleckstrin and Sec7 domain containing 3"
"ENSG00000159399",1648.34458773227,1.92240040833193,0.0659491062288314,29.1497568088574,8.41352077334878e-187,1.26116959347442e-184,"HK2","3099","hexokinase 2"
"ENSG00000157557",2128.88768598769,1.84664194743466,0.0635784417060549,29.0450960715949,1.77467340577978e-185,2.63332851827323e-183,"ETS2","2114","ETS proto-oncogene 2, transcription factor"
"ENSG00000103257",3712.52147667185,-1.50764330904015,0.0520551737578782,-28.9624104618799,1.9582837698009e-184,2.87671885783753e-182,"SLC7A5","8140","solute carrier family 7 member 5"
"ENSG00000065911",1563.07540926849,-1.9482524999733,0.0673375051430498,-28.9326504721922,4.63934084866175e-184,6.74771456107337e-182,"MTHFD2","10797","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"
"ENSG00000136153",4620.22110366109,-1.40313136336935,0.0486375436153368,-28.8487299948039,5.25618544307474e-183,7.56993766262431e-181,"LMO7","4008","LIM domain 7"
"ENSG00000135318",10396.875971113,-1.18098787442794,0.0409964163174208,-28.8071002422253,1.74780386741698e-182,2.49274163226752e-180,"NT5E","4907","5'-nucleotidase ecto"
"ENSG00000171444",1285.81453923875,1.85633936507288,0.0644924775436607,28.7838122487412,3.42039234017202e-182,4.83130418049297e-180,"MCC","4163","MCC regulator of Wnt signaling pathway"
"ENSG00000145147",601.510428483162,-2.68630819014149,0.0934361704442183,-28.7501957472158,9.00668490565776e-182,1.26007810727726e-179,"SLIT2","9353","slit guidance ligand 2"
"ENSG00000182481",2566.38058699848,-1.6137581638862,0.0561603489902709,-28.7348314763101,1.40147184727722e-181,1.94222843740589e-179,"KPNA2","3838","karyopherin subunit alpha 2"
"ENSG00000108829",3850.57518186778,-1.47517609537968,0.0513457761150199,-28.7302326889583,1.59970218673071e-181,2.19622664701627e-179,"LRRC59","55379","leucine rich repeat containing 59"
"ENSG00000088448",1041.5088322989,2.36777271973743,0.0824391333705644,28.7214654367396,2.05848178097183e-181,2.79991642245149e-179,"ANKRD10","55608","ankyrin repeat domain 10"
"ENSG00000108932",593.620514665934,3.86329422855306,0.135042982748612,28.6078857999215,5.36051385481235e-180,7.22439894744894e-178,"SLC16A6","9120","solute carrier family 16 member 6"
"ENSG00000100345",41759.3349472728,-1.22519578046923,0.0428453892719675,-28.5957439362288,7.58947681808433e-180,1.01354013143326e-177,"MYH9","4627","myosin heavy chain 9"
"ENSG00000171848",822.67379311788,-2.53280647587677,0.0890287167226983,-28.4493202768025,4.96834646161155e-178,6.57522608297961e-176,"RRM2","6241","ribonucleotide reductase regulatory subunit M2"
"ENSG00000038427",13753.9971136825,1.28379347783181,0.0451331267265654,28.444594269073,5.68421677210227e-178,7.45545931983771e-176,"VCAN","1462","versican"
"ENSG00000141429",3588.58297366052,1.50607086837596,0.0530931883975222,28.3665553686403,5.23092759034605e-177,6.80020586744986e-175,"GALNT1","2589","polypeptide N-acetylgalactosaminyltransferase 1"
"ENSG00000155903",1023.35613415789,2.050891583411,0.0724505406296011,28.3074710773527,2.79646401975724e-176,3.60351372370473e-174,"RASA2","5922","RAS p21 protein activator 2"
"ENSG00000091039",4444.70184434491,1.57257792698572,0.0556189653398741,28.2741312675644,7.19036000444088e-176,9.18490334480318e-174,"OSBPL8","114882","oxysterol binding protein like 8"
"ENSG00000147065",17820.4971549208,-1.03012530625641,0.0365228355886079,-28.204965185609,5.08257597374346e-175,6.43646905640443e-173,"MSN","4478","moesin"
"ENSG00000117399",548.054729960495,-3.23340373471665,0.11465172399479,-28.2019634947974,5.53218280466772e-175,6.94596285474947e-173,"CDC20","991","cell division cycle 20"
"ENSG00000135926",1251.33626199858,-1.85342990582591,0.0659124276154998,-28.1195818888344,5.64542294130746e-174,7.02807313625479e-172,"TMBIM1","64114","transmembrane BAX inhibitor motif containing 1"
"ENSG00000173801",2853.13714423843,1.5485203146025,0.0552347289995389,28.0352659033672,6.04137178755437e-173,7.45779424867006e-171,"JUP","3728","junction plakoglobin"
"ENSG00000163661",1909.80217231797,-1.64964804995301,0.0590533823539857,-27.934861377871,1.00689027180288e-171,1.23260150773203e-169,"PTX3","5806","pentraxin 3"
"ENSG00000185112",747.773002441521,2.65534841498596,0.095223010487576,27.8855751502669,3.99170074656575e-171,4.84612264190503e-169,"FAM43A","131583","family with sequence similarity 43 member A"
"ENSG00000103449",1051.52143130918,2.35381530119611,0.0844340431667226,27.8775623304962,4.99238639357692e-171,6.01132427226599e-169,"SALL1","6299","spalt like transcription factor 1"
"ENSG00000170759",4331.58598921615,-1.28570159427756,0.0461355904082798,-27.8678907736883,6.5393174283331e-171,7.8099652863588e-169,"KIF5B","3799","kinesin family member 5B"
"ENSG00000057657",689.791384929011,2.83420145513541,0.101922372124599,27.8074518484581,3.52504141994687e-170,4.17603697250157e-168,"PRDM1","639","PR/SET domain 1"
"ENSG00000109685",1268.17937848349,-1.89110241662517,0.0682347299074275,-27.7146611291755,4.64880108791595e-169,5.46327103851882e-167,"NSD2","7468","nuclear receptor binding SET domain protein 2"
"ENSG00000172795",852.701537725169,2.13206737907851,0.077083578616143,27.6591644725742,2.1652906374776e-168,2.52445392575761e-166,"DCP2","167227","decapping mRNA 2"
"ENSG00000184838",1048.67798618006,2.27794331488566,0.0824087447870985,27.6420096043288,3.48168223302504e-168,4.0272371656014e-166,"PRR16","51334","proline rich 16"
"ENSG00000166510",570.336073336896,2.83088460997294,0.102927886880838,27.503572605647,1.59113485734784e-166,1.8260758636281e-164,"CCDC68","80323","coiled-coil domain containing 68"
"ENSG00000076706",1719.55770882045,-1.57938242075307,0.0575011858605267,-27.4669538917679,4.35903759903751e-166,4.96389630464039e-164,"MCAM","4162","melanoma cell adhesion molecule"
"ENSG00000102225",1340.69055489962,-1.74229970795214,0.0634971609828112,-27.4390174455797,9.39525790281182e-166,1.06166414301774e-163,"CDK16","5127","cyclin dependent kinase 16"
"ENSG00000197565",563.648360733133,3.41302170345439,0.124605050534609,27.3907172206188,3.53785785743984e-165,3.96726197906804e-163,"COL4A6","1288","collagen type IV alpha 6 chain"
"ENSG00000161800",563.92368811932,-2.79230082364854,0.102045846136403,-27.3631992811948,7.52237101612145e-165,8.37148713839577e-163,"RACGAP1","29127","Rac GTPase activating protein 1"
"ENSG00000113387",1168.42585268541,-2.03750868029085,0.0744625190071797,-27.3628760812456,7.5892812925696e-165,8.38244678104116e-163,"SUB1","10923","SUB1 regulator of transcription"
"ENSG00000166851",502.683929770066,-3.32923741728525,0.121688981364441,-27.3585774156057,8.53784133997869e-165,9.35976785703634e-163,"PLK1","5347","polo like kinase 1"
"ENSG00000152223",2690.47150334747,-1.50606742251621,0.0550770603950816,-27.344731394755,1.24749752867205e-164,1.35746212564388e-162,"EPG5","57724","ectopic P-granules 5 autophagy tethering factor"
"ENSG00000076641",954.690284174,2.03263249152567,0.0744909435555544,27.2869746912221,6.05522761068442e-164,6.5405362941878e-162,"PAG1","55824","phosphoprotein membrane anchor with glycosphingolipid microdomains 1"
"ENSG00000072041",2369.28278181903,5.09735332203113,0.186814833117032,27.2855920323942,6.28835886243485e-164,6.74277311599766e-162,"SLC6A15","55117","solute carrier family 6 member 15"
"ENSG00000136378",1190.06353560081,2.13136943611487,0.0788327367071339,27.0366033851263,5.48980263727043e-161,5.84385512619584e-159,"ADAMTS7","11173","ADAM metallopeptidase with thrombospondin type 1 motif 7"
"ENSG00000089685",509.548185635596,-3.09766103181094,0.114589409066205,-27.0326992437952,6.10179765274751e-161,6.4485904689828e-159,"BIRC5","332","baculoviral IAP repeat containing 5"
"ENSG00000111206",489.637006535011,-3.02314009564731,0.111928827174154,-27.0094860454804,1.14350836986781e-160,1.19986699666844e-158,"FOXM1","2305","forkhead box M1"
"ENSG00000174574",1409.88985133804,-1.74444145979482,0.064948277135292,-26.8589335504778,6.63330250002607e-159,6.91086622165836e-157,"AKIRIN1","79647","akirin 1"
"ENSG00000167553",3002.80270522025,-1.43654751130716,0.0535105981287933,-26.8460372625544,9.38280838255968e-159,9.70658134787336e-157,"TUBA1C","84790","tubulin alpha 1c"
"ENSG00000075426",1241.54577193998,-2.02417343821882,0.075406680887968,-26.8434230811212,1.00658975217529e-158,1.03404219996189e-156,"FOSL2","2355","FOS like 2, AP-1 transcription factor subunit"
"ENSG00000113319",1375.65463563177,1.72034861206786,0.0641522111044405,26.8166690196712,2.06550603980663e-158,2.10710303644162e-156,"RASGRF2","5924","Ras protein specific guanine nucleotide releasing factor 2"
"ENSG00000205542",10772.7240037773,-1.36860141656628,0.0510598957935185,-26.8038427281712,2.9145880729275e-158,2.95277922698655e-156,"TMSB4X","7114","thymosin beta 4 X-linked"
"ENSG00000147883",1092.60954361111,2.17982979377765,0.0813913324324197,26.7820875839278,5.2248340903421e-158,5.25704197172092e-156,"CDKN2B","1030","cyclin dependent kinase inhibitor 2B"
"ENSG00000119326",1060.1999959954,-2.06902762991672,0.0775868123767631,-26.667259119623,1.12895320605767e-156,1.1281852106794e-154,"CTNNAL1","8727","catenin alpha like 1"
"ENSG00000100106",1548.43376339178,-1.54579702496871,0.0580504922452188,-26.628491252734,3.17663629057262e-156,3.15302615598053e-154,"TRIOBP","11078","TRIO and F-actin binding protein"
"ENSG00000125384",562.779146692896,-2.72049306958519,0.102236935767581,-26.6096890439849,5.24368722445506e-156,5.16978290786878e-154,"PTGER2","5732","prostaglandin E receptor 2"
"ENSG00000125845",1172.2386809597,5.52533661138903,0.207771211150542,26.5933696049238,8.09914671383321e-156,7.93176434841399e-154,"BMP2","650","bone morphogenetic protein 2"
"ENSG00000134333",9887.50008844396,-1.01647209016826,0.0383140756377242,-26.5299912173123,4.37098971959533e-155,4.25230721727519e-153,"LDHA","3939","lactate dehydrogenase A"
"ENSG00000157227",22662.7967620428,1.09975936191375,0.0415181926387726,26.4886135936157,1.31108202756731e-154,1.26709177532656e-152,"MMP14","4323","matrix metallopeptidase 14"
"ENSG00000167900",535.537322697115,-2.99316984518003,0.113333405151274,-26.4103054274673,1.04334157779481e-153,1.00174429920299e-151,"TK1","7083","thymidine kinase 1"
"ENSG00000091409",2615.20252718009,-1.3448815704824,0.0509516669730465,-26.3952418120852,1.55382362961413e-153,1.48218630643062e-151,"ITGA6","3655","integrin subunit alpha 6"
"ENSG00000091844",494.500786591075,2.8082146197651,0.106412975110829,26.3897764049952,1.79529804304315e-153,1.70147924208412e-151,"RGS17","26575","regulator of G protein signaling 17"
"ENSG00000169439",2385.18491369971,1.32446365476422,0.0502228355001623,26.3717418894029,2.89104183660391e-153,2.72239772946869e-151,"SDC2","6383","syndecan 2"
"ENSG00000100647",1393.45153066727,1.71995059255725,0.065235377000205,26.3653047111515,3.42670529902503e-153,3.20626120017055e-151,"SUSD6","9766","sushi domain containing 6"
"ENSG00000139318",1424.14713666972,1.67884326116983,0.0638947520186754,26.2751354082904,3.69029384022476e-152,3.43103901980391e-150,"DUSP6","1848","dual specificity phosphatase 6"
"ENSG00000071127",10996.1867655617,-1.00330192978428,0.038202510005998,-26.2627227799105,5.11533915295524e-152,4.72605862622091e-150,"WDR1","9948","WD repeat domain 1"
